time,HP (W),PV (W),EL (W)
2024-06-27 09:50:00z,12,12596,167
2024-06-27 09:55:00z,12,12733,159
2024-06-27 10:00:00z,85,12865,187
2024-06-27 10:05:00z,517,11320,251
2024-06-27 10:10:00z,3626,7709,506
2024-06-27 10:15:00z,3644,9394,271
2024-06-27 10:20:00z,3664,13101,151
2024-06-27 10:25:00z,3642,13222,151
2024-06-27 10:30:00z,3657,13091,141
2024-06-27 10:35:00z,3641,5186,223
2024-06-27 10:40:00z,3612,2142,233
2024-06-27 10:45:00z,3597,1212,296
2024-06-27 10:50:00z,1499,846,292
2024-06-27 10:55:00z,44,979,685
2024-06-27 11:00:00z,12,1875,2101
2024-06-27 11:05:00z,12,3102,2158
2024-06-27 11:10:00z,12,2944,2155
2024-06-27 11:15:00z,12,2109,1453
2024-06-27 11:20:00z,11,2189,2138
2024-06-27 11:25:00z,12,2922,1750
2024-06-27 11:30:00z,12,5223,1989
2024-06-27 11:35:00z,12,11578,306
2024-06-27 11:40:00z,12,6057,355
2024-06-27 11:45:00z,12,3257,360
2024-06-27 11:50:00z,10,2711,363
2024-06-27 11:55:00z,10,2389,365
2024-06-27 12:00:00z,10,2467,365
2024-06-27 12:05:00z,10,2845,343
2024-06-27 12:10:00z,10,3050,376
2024-06-27 12:15:00z,10,4293,269
2024-06-27 12:20:00z,10,6375,1935
2024-06-27 12:25:00z,10,11728,2353
2024-06-27 12:30:00z,10,12331,2348
2024-06-27 12:35:00z,10,9337,1163
2024-06-27 12:40:00z,10,11783,266
2024-06-27 12:45:00z,10,9088,164
2024-06-27 12:50:00z,10,10361,152
2024-06-27 12:55:00z,10,12327,142
2024-06-27 13:00:00z,10,12597,165
2024-06-27 13:05:00z,10,13374,1411
2024-06-27 13:10:00z,10,13121,2388
2024-06-27 13:15:00z,10,11699,2364
2024-06-27 13:20:00z,10,7118,2387
2024-06-27 13:25:00z,10,5586,686
2024-06-27 13:30:00z,10,11070,210
2024-06-27 13:35:00z,10,4186,197
2024-06-27 13:40:00z,10,3809,189
2024-06-27 13:45:00z,10,10187,130
2024-06-27 13:50:00z,10,10597,43
2024-06-27 13:55:00z,10,6332,141
2024-06-27 14:00:00z,10,9142,177
2024-06-27 14:05:00z,10,12600,180
2024-06-27 14:10:00z,10,11916,183
2024-06-27 14:15:00z,10,10102,163
2024-06-27 14:20:00z,10,10405,1531
2024-06-27 14:25:00z,10,4106,173
2024-06-27 14:30:00z,10,4896,199
2024-06-27 14:35:00z,10,4109,105
2024-06-27 14:40:00z,10,5986,119
2024-06-27 14:45:00z,10,9199,147
2024-06-27 14:50:00z,10,7657,393
2024-06-27 14:55:00z,10,4995,218
2024-06-27 15:00:00z,10,6346,132
2024-06-27 15:05:00z,10,7151,92
2024-06-27 15:10:00z,10,5685,115
2024-06-27 15:15:00z,10,6858,58
2024-06-27 15:20:00z,10,8674,159
2024-06-27 15:25:00z,10,6045,147
2024-06-27 15:30:00z,10,3397,223
2024-06-27 15:35:00z,10,5528,207
2024-06-27 15:40:00z,10,2926,219
2024-06-27 15:45:00z,10,2717,133
2024-06-27 15:50:00z,10,2513,114
2024-06-27 15:55:00z,10,2323,209
2024-06-27 16:00:00z,10,1629,226
2024-06-27 16:05:00z,10,1517,225
2024-06-27 16:10:00z,10,1467,272
2024-06-27 16:15:00z,10,1463,276
2024-06-27 16:20:00z,10,1971,283
2024-06-27 16:25:00z,10,5529,170
2024-06-27 16:30:00z,10,6204,178
2024-06-27 16:35:00z,10,5499,215
2024-06-27 16:40:00z,10,5138,261
2024-06-27 16:45:00z,10,4714,401
2024-06-27 16:50:00z,10,4367,436
2024-06-27 16:55:00z,10,3733,390
2024-06-27 17:00:00z,10,3296,236
2024-06-27 17:05:00z,10,2917,216
2024-06-27 17:10:00z,10,2725,154
2024-06-27 17:15:00z,10,2449,159
2024-06-27 17:20:00z,10,2148,215
2024-06-27 17:25:00z,10,2134,232
2024-06-27 17:30:00z,10,2031,211
2024-06-27 17:35:00z,10,1807,225
2024-06-27 17:40:00z,10,1686,218
2024-06-27 17:45:00z,10,1571,214
2024-06-27 17:50:00z,10,1519,219
2024-06-27 17:55:00z,10,1447,212
2024-06-27 18:00:00z,10,1315,211
2024-06-27 18:05:00z,10,1235,209
2024-06-27 18:10:00z,10,1173,208
2024-06-27 18:15:00z,10,1082,137
2024-06-27 18:20:00z,10,1001,169
2024-06-27 18:25:00z,10,871,227
2024-06-27 18:30:00z,10,756,234
2024-06-27 18:35:00z,10,679,306
2024-06-27 18:40:00z,10,577,297
2024-06-27 18:45:00z,10,526,298
2024-06-27 18:50:00z,10,474,297
2024-06-27 18:55:00z,10,385,224
2024-06-27 19:00:00z,10,298,221
2024-06-27 19:05:00z,10,283,170
2024-06-27 19:10:00z,10,258,166
2024-06-27 19:15:00z,10,221,222
2024-06-27 19:20:00z,10,193,264
2024-06-27 19:25:00z,10,167,261
2024-06-27 19:30:00z,10,136,265
2024-06-27 19:35:00z,10,101,194
2024-06-27 19:40:00z,10,77,179
2024-06-27 19:45:00z,10,53,178
2024-06-27 19:50:00z,10,33,179
2024-06-27 19:55:00z,10,40,210
2024-06-27 20:00:00z,10,32,253
2024-06-27 20:05:00z,10,23,248
2024-06-27 20:10:00z,10,16,305
2024-06-27 20:15:00z,10,10,271
2024-06-27 20:20:00z,10,4,227
2024-06-27 20:25:00z,10,0,224
2024-06-27 20:30:00z,10,0,211
2024-06-27 20:35:00z,10,0,208
2024-06-27 20:40:00z,10,0,279
2024-06-27 20:45:00z,10,0,304
2024-06-27 20:50:00z,10,0,273
2024-06-27 20:55:00z,10,0,220
2024-06-27 21:00:00z,10,0,150
2024-06-27 21:05:00z,10,0,149
2024-06-27 21:10:00z,10,0,149
2024-06-27 21:15:00z,10,0,149
2024-06-27 21:20:00z,10,0,165
2024-06-27 21:25:00z,10,0,224
2024-06-27 21:30:00z,10,0,225
2024-06-27 21:35:00z,10,0,239
2024-06-27 21:40:00z,10,0,206
2024-06-27 21:45:00z,10,0,176
2024-06-27 21:50:00z,10,0,148
2024-06-27 21:55:00z,10,0,146
2024-06-27 22:00:00z,10,0,143
2024-06-27 22:05:00z,10,0,170
2024-06-27 22:10:00z,10,0,216
2024-06-27 22:15:00z,10,0,272
2024-06-27 22:20:00z,10,0,244
2024-06-27 22:25:00z,10,0,198
2024-06-27 22:30:00z,10,0,197
2024-06-27 22:35:00z,10,0,195
2024-06-27 22:40:00z,10,0,194
2024-06-27 22:45:00z,10,0,236
2024-06-27 22:50:00z,10,0,249
2024-06-27 22:55:00z,10,0,216
2024-06-27 23:00:00z,10,0,216
2024-06-27 23:05:00z,10,0,146
2024-06-27 23:10:00z,10,0,143
2024-06-27 23:15:00z,10,0,143
2024-06-27 23:20:00z,10,0,143
2024-06-27 23:25:00z,10,0,143
2024-06-27 23:30:00z,10,0,209
2024-06-27 23:35:00z,10,0,217
2024-06-27 23:40:00z,10,0,219
2024-06-27 23:45:00z,10,0,175
2024-06-27 23:50:00z,10,0,145
2024-06-27 23:55:00z,10,0,146
2024-06-28 00:00:00z,10,0,145
2024-06-28 00:05:00z,10,0,145
2024-06-28 00:10:00z,10,0,193
2024-06-28 00:15:00z,10,0,245
2024-06-28 00:20:00z,10,0,276
2024-06-28 00:25:00z,10,0,260
2024-06-28 00:30:00z,10,0,200
2024-06-28 00:35:00z,10,0,198
2024-06-28 00:40:00z,10,0,197
2024-06-28 00:45:00z,10,0,196
2024-06-28 00:50:00z,10,0,212
2024-06-28 00:55:00z,10,0,232
2024-06-28 01:00:00z,10,0,220
2024-06-28 01:05:00z,10,0,220
2024-06-28 01:10:00z,10,0,161
2024-06-28 01:15:00z,10,0,148
2024-06-28 01:20:00z,10,0,147
2024-06-28 01:25:00z,10,0,147
2024-06-28 01:30:00z,10,0,148
2024-06-28 01:35:00z,10,0,228
2024-06-28 01:40:00z,10,0,221
2024-06-28 01:45:00z,10,0,220
2024-06-28 01:50:00z,10,0,179
2024-06-28 01:55:00z,10,0,147
2024-06-28 02:00:00z,10,0,148
2024-06-28 02:05:00z,10,0,147
2024-06-28 02:10:00z,10,0,147
2024-06-28 02:15:00z,10,0,179
2024-06-28 02:20:00z,10,0,243
2024-06-28 02:25:00z,10,0,282
2024-06-28 02:30:00z,10,0,280
2024-06-28 02:35:00z,10,0,207
2024-06-28 02:40:00z,10,0,203
2024-06-28 02:45:00z,10,0,202
2024-06-28 02:50:00z,10,1,201
2024-06-28 02:55:00z,10,2,191
2024-06-28 03:00:00z,10,8,234
2024-06-28 03:05:00z,10,20,230
2024-06-28 03:10:00z,10,26,229
2024-06-28 03:15:00z,10,34,184
2024-06-28 03:20:00z,10,43,155
2024-06-28 03:25:00z,10,86,156
2024-06-28 03:30:00z,10,106,158
2024-06-28 03:35:00z,10,141,155
2024-06-28 03:40:00z,10,245,201
2024-06-28 03:45:00z,10,313,233
2024-06-28 03:50:00z,10,382,229
2024-06-28 03:55:00z,10,596,216
2024-06-28 04:00:00z,13,793,159
2024-06-28 04:05:00z,13,727,157
2024-06-28 04:10:00z,14,552,147
2024-06-28 04:15:00z,14,543,169
2024-06-28 04:20:00z,14,575,170
2024-06-28 04:25:00z,14,997,273
2024-06-28 04:30:00z,14,1454,315
2024-06-28 04:35:00z,14,1503,300
2024-06-28 04:40:00z,14,1059,244
2024-06-28 04:45:00z,14,1859,218
2024-06-28 04:50:00z,14,1976,217
2024-06-28 04:55:00z,14,1689,221
2024-06-28 05:00:00z,14,2977,227
2024-06-28 05:05:00z,14,1326,264
2024-06-28 05:10:00z,14,2557,223
2024-06-28 05:15:00z,14,3006,236
2024-06-28 05:20:00z,14,2448,218
2024-06-28 05:25:00z,14,4070,167
2024-06-28 05:30:00z,13,3665,130
2024-06-28 05:35:00z,14,4025,107
2024-06-28 05:40:00z,14,3934,163
2024-06-28 05:45:00z,14,4875,108
2024-06-28 05:50:00z,14,4323,208
2024-06-28 05:55:00z,14,3989,204
2024-06-28 06:00:00z,14,2978,246
2024-06-28 06:05:00z,14,4906,17
2024-06-28 06:10:00z,14,6105,113
2024-06-28 06:15:00z,14,4327,145
2024-06-28 06:20:00z,14,4813,110
2024-06-28 06:25:00z,14,6324,156
2024-06-28 06:30:00z,14,7375,256
2024-06-28 06:35:00z,14,7598,783
2024-06-28 06:40:00z,14,5840,2298
2024-06-28 06:45:00z,14,6842,2308
2024-06-28 06:50:00z,14,8696,1385
2024-06-28 06:55:00z,14,8762,255
2024-06-28 07:00:00z,14,8948,658
2024-06-28 07:05:00z,14,9298,1221
2024-06-28 07:10:00z,14,9456,435
2024-06-28 07:15:00z,14,9847,307
2024-06-28 07:20:00z,14,10057,352
2024-06-28 07:25:00z,14,10305,313
2024-06-28 07:30:00z,14,10759,222
2024-06-28 07:35:00z,14,11052,242
2024-06-28 07:40:00z,14,11178,238
2024-06-28 07:45:00z,14,10833,266
2024-06-28 07:50:00z,14,11250,0
2024-06-28 07:55:00z,14,8952,160
2024-06-28 08:00:00z,3036,9029,416
2024-06-28 08:05:00z,5796,10165,459
2024-06-28 08:10:00z,3788,7839,548
2024-06-28 08:15:00z,2222,9591,397
2024-06-28 08:20:00z,3620,11490,0
2024-06-28 08:25:00z,3656,9551,160
2024-06-28 08:30:00z,3696,4429,667
2024-06-28 08:35:00z,3681,11164,26
2024-06-28 08:40:00z,3659,3876,193
2024-06-28 08:45:00z,3671,8747,151
2024-06-28 08:50:00z,3654,11403,0
2024-06-28 08:55:00z,3661,9227,119
2024-06-28 09:00:00z,819,13089,112
2024-06-28 09:05:00z,26,12993,107
2024-06-28 09:10:00z,14,12981,97
2024-06-28 09:15:00z,12,12869,88
2024-06-28 09:20:00z,12,12921,156
2024-06-28 09:25:00z,12,12829,193
2024-06-28 09:30:00z,12,12920,158
2024-06-28 09:35:00z,12,12990,109
2024-06-28 09:40:00z,12,11675,28
2024-06-28 09:45:00z,12,9935,0
2024-06-28 09:50:00z,12,9623,61
2024-06-28 09:55:00z,12,6383,290
2024-06-28 10:00:00z,84,13422,35
2024-06-28 10:05:00z,520,12057,78
2024-06-28 10:10:00z,3630,11777,10
2024-06-28 10:15:00z,3634,13315,109
2024-06-28 10:20:00z,3641,8319,128
2024-06-28 10:25:00z,3711,13488,0
2024-06-28 10:30:00z,3702,13705,15
2024-06-28 10:35:00z,3690,13668,36
2024-06-28 10:40:00z,3689,6717,79
2024-06-28 10:45:00z,3698,13794,117
2024-06-28 10:50:00z,3695,13799,111
2024-06-28 10:55:00z,3694,13667,89
2024-06-28 11:00:00z,815,9334,71
2024-06-28 11:05:00z,12,8114,136
2024-06-28 11:10:00z,12,6085,148
2024-06-28 11:15:00z,12,13924,34
2024-06-28 11:20:00z,12,7807,0
2024-06-28 11:25:00z,12,13821,106
2024-06-28 11:30:00z,12,13473,0
2024-06-28 11:35:00z,12,5326,142
2024-06-28 11:40:00z,12,5874,161
2024-06-28 11:45:00z,12,11003,40
2024-06-28 11:50:00z,12,6451,35
2024-06-28 11:55:00z,12,6776,15
2024-06-28 12:00:00z,92,10628,56
2024-06-28 12:05:00z,536,10704,336
2024-06-28 12:10:00z,3579,6374,174
2024-06-28 12:15:00z,3590,13707,124
2024-06-28 12:20:00z,3596,11733,121
2024-06-28 12:25:00z,3595,7661,89
2024-06-28 12:30:00z,2906,6183,0
2024-06-28 12:35:00z,90,12016,56
2024-06-28 12:40:00z,15,10310,0
2024-06-28 12:45:00z,15,7353,0
2024-06-28 12:50:00z,14,6989,115
2024-06-28 12:55:00z,14,13658,131
2024-06-28 13:00:00z,12,12613,192
2024-06-28 13:05:00z,12,11975,390
2024-06-28 13:10:00z,12,7622,77
2024-06-28 13:15:00z,12,4900,152
2024-06-28 13:20:00z,12,13549,99
2024-06-28 13:25:00z,12,11571,54
2024-06-28 13:30:00z,11,13551,86
2024-06-28 13:35:00z,10,6149,118
2024-06-28 13:40:00z,10,13438,550
2024-06-28 13:45:00z,10,13274,205
2024-06-28 13:50:00z,10,13498,43
2024-06-28 13:55:00z,10,9270,102
2024-06-28 14:00:00z,10,12367,651
2024-06-28 14:05:00z,10,9127,59
2024-06-28 14:10:00z,10,9956,130
2024-06-28 14:15:00z,10,11810,277
2024-06-28 14:20:00z,10,8996,104
2024-06-28 14:25:00z,10,4738,157
2024-06-28 14:30:00z,10,10114,159
2024-06-28 14:35:00z,10,11016,46
2024-06-28 14:40:00z,10,8999,0
2024-06-28 14:45:00z,10,6857,85
2024-06-28 14:50:00z,10,13074,42
2024-06-28 14:55:00z,10,10383,71
2024-06-28 15:00:00z,10,9736,0
2024-06-28 15:05:00z,10,9763,147
2024-06-28 15:10:00z,10,6158,133
2024-06-28 15:15:00z,10,3383,377
2024-06-28 15:20:00z,10,6757,132
2024-06-28 15:25:00z,10,6998,79
2024-06-28 15:30:00z,10,4882,196
2024-06-28 15:35:00z,10,8026,101
2024-06-28 15:40:00z,10,6189,221
2024-06-28 15:45:00z,10,3513,226
2024-06-28 15:50:00z,10,7122,151
2024-06-28 15:55:00z,10,4513,101
2024-06-28 16:00:00z,10,5738,104
2024-06-28 16:05:00z,10,2289,168
2024-06-28 16:10:00z,10,4182,101
2024-06-28 16:15:00z,10,4316,164
2024-06-28 16:20:00z,10,3396,167
2024-06-28 16:25:00z,10,2277,216
2024-06-28 16:30:00z,10,1996,212
2024-06-28 16:35:00z,10,2222,206
2024-06-28 16:40:00z,10,2260,138
2024-06-28 16:45:00z,10,1891,160
2024-06-28 16:50:00z,10,1661,202
2024-06-28 16:55:00z,10,1436,222
2024-06-28 17:00:00z,10,1209,297
2024-06-28 17:05:00z,10,1213,397
2024-06-28 17:10:00z,10,1481,372
2024-06-28 17:15:00z,10,1634,2452
2024-06-28 17:20:00z,10,1528,2413
2024-06-28 17:25:00z,10,1456,2363
2024-06-28 17:30:00z,10,1619,297
2024-06-28 17:35:00z,10,1614,228
2024-06-28 17:40:00z,10,1448,230
2024-06-28 17:45:00z,10,1089,233
2024-06-28 17:50:00z,10,939,700
2024-06-28 17:55:00z,10,776,2415
2024-06-28 18:00:00z,10,833,2443
2024-06-28 18:05:00z,10,898,2369
2024-06-28 18:10:00z,10,585,685
2024-06-28 18:15:00z,10,422,244
2024-06-28 18:20:00z,10,559,208
2024-06-28 18:25:00z,10,498,205
2024-06-28 18:30:00z,10,642,268
2024-06-28 18:35:00z,10,608,259
2024-06-28 18:40:00z,10,540,325
2024-06-28 18:45:00z,10,485,278
2024-06-28 18:50:00z,10,456,222
2024-06-28 18:55:00z,10,389,208
2024-06-28 19:00:00z,10,302,197
2024-06-28 19:05:00z,10,224,215
2024-06-28 19:10:00z,10,180,245
2024-06-28 19:15:00z,10,148,267
2024-06-28 19:20:00z,10,130,232
2024-06-28 19:25:00z,10,101,235
2024-06-28 19:30:00z,10,92,154
2024-06-28 19:35:00z,10,73,140
2024-06-28 19:40:00z,10,70,152
2024-06-28 19:45:00z,10,63,151
2024-06-28 19:50:00z,10,38,150
2024-06-28 19:55:00z,10,34,226
2024-06-28 20:00:00z,10,28,222
2024-06-28 20:05:00z,10,24,222
2024-06-28 20:10:00z,10,16,192
2024-06-28 20:15:00z,10,7,150
2024-06-28 20:20:00z,10,2,149
2024-06-28 20:25:00z,10,0,150
2024-06-28 20:30:00z,10,0,149
2024-06-28 20:35:00z,10,0,184
2024-06-28 20:40:00z,10,0,283
2024-06-28 20:45:00z,10,0,280
2024-06-28 20:50:00z,10,0,277
2024-06-28 20:55:00z,10,0,203
2024-06-28 21:00:00z,10,0,202
2024-06-28 21:05:00z,10,0,202
2024-06-28 21:10:00z,10,0,200
2024-06-28 21:15:00z,10,0,161
2024-06-28 21:20:00z,10,0,213
2024-06-28 21:25:00z,10,0,225
2024-06-28 21:30:00z,10,0,224
2024-06-28 21:35:00z,10,0,195
2024-06-28 21:40:00z,10,0,151
2024-06-28 21:45:00z,10,0,151
2024-06-28 21:50:00z,10,0,151
2024-06-28 21:55:00z,10,0,150
2024-06-28 22:00:00z,10,0,177
2024-06-28 22:05:00z,10,0,217
2024-06-28 22:10:00z,10,0,219
2024-06-28 22:15:00z,10,0,217
2024-06-28 22:20:00z,10,0,140
2024-06-28 22:25:00z,10,0,145
2024-06-28 22:30:00z,10,0,145
2024-06-28 22:35:00z,10,0,145
2024-06-28 22:40:00z,10,0,181
2024-06-28 22:45:00z,10,0,265
2024-06-28 22:50:00z,10,0,277
2024-06-28 22:55:00z,10,0,272
2024-06-28 23:00:00z,10,0,239
2024-06-28 23:05:00z,10,0,196
2024-06-28 23:10:00z,10,0,195
2024-06-28 23:15:00z,10,0,160
2024-06-28 23:20:00z,10,0,144
2024-06-28 23:25:00z,10,0,161
2024-06-28 23:30:00z,10,0,219
2024-06-28 23:35:00z,10,0,219
2024-06-28 23:40:00z,10,0,216
2024-06-28 23:45:00z,10,0,160
2024-06-28 23:50:00z,10,0,145
2024-06-28 23:55:00z,10,0,145
2024-06-29 00:00:00z,10,0,145
2024-06-29 00:05:00z,10,0,145
2024-06-29 00:10:00z,10,0,192
2024-06-29 00:15:00z,10,0,203
2024-06-29 00:20:00z,10,0,198
2024-06-29 00:25:00z,10,0,183
2024-06-29 00:30:00z,10,0,126
2024-06-29 00:35:00z,10,0,126
2024-06-29 00:40:00z,10,0,125
2024-06-29 00:45:00z,10,0,183
2024-06-29 00:50:00z,10,0,230
2024-06-29 00:55:00z,10,0,256
2024-06-29 01:00:00z,10,0,251
2024-06-29 01:05:00z,10,0,250
2024-06-29 01:10:00z,10,0,177
2024-06-29 01:15:00z,10,0,176
2024-06-29 01:20:00z,10,0,144
2024-06-29 01:25:00z,10,0,126
2024-06-29 01:30:00z,10,0,126
2024-06-29 01:35:00z,10,0,353
2024-06-29 01:40:00z,10,0,199
2024-06-29 01:45:00z,10,0,198
2024-06-29 01:50:00z,10,0,169
2024-06-29 01:55:00z,10,0,125
2024-06-29 02:00:00z,10,0,126
2024-06-29 02:05:00z,10,0,126
2024-06-29 02:10:00z,10,0,125
2024-06-29 02:15:00z,10,0,157
2024-06-29 02:20:00z,10,0,199
2024-06-29 02:25:00z,10,0,198
2024-06-29 02:30:00z,10,0,185
2024-06-29 02:35:00z,10,0,126
2024-06-29 02:40:00z,10,0,126
2024-06-29 02:45:00z,10,0,137
2024-06-29 02:50:00z,10,2,185
2024-06-29 02:55:00z,10,8,196
2024-06-29 03:00:00z,10,20,263
2024-06-29 03:05:00z,10,29,258
2024-06-29 03:10:00z,10,43,256
2024-06-29 03:15:00z,10,94,212
2024-06-29 03:20:00z,10,120,172
2024-06-29 03:25:00z,10,154,132
2024-06-29 03:30:00z,10,204,131
2024-06-29 03:35:00z,10,244,132
2024-06-29 03:40:00z,10,287,177
2024-06-29 03:45:00z,10,315,206
2024-06-29 03:50:00z,10,377,202
2024-06-29 03:55:00z,10,438,186
2024-06-29 04:00:00z,13,485,137
2024-06-29 04:05:00z,14,596,132
2024-06-29 04:10:00z,14,740,133
2024-06-29 04:15:00z,14,793,133
2024-06-29 04:20:00z,14,861,135
2024-06-29 04:25:00z,14,849,203
2024-06-29 04:30:00z,14,908,206
2024-06-29 04:35:00z,14,1004,205
2024-06-29 04:40:00z,14,1540,161
2024-06-29 04:45:00z,14,1513,135
2024-06-29 04:50:00z,14,2056,151
2024-06-29 04:55:00z,14,1564,195
2024-06-29 05:00:00z,14,1639,209
2024-06-29 05:05:00z,14,2278,254
2024-06-29 05:10:00z,14,2585,277
2024-06-29 05:15:00z,14,2075,269
2024-06-29 05:20:00z,14,2899,255
2024-06-29 05:25:00z,14,2480,201
2024-06-29 05:30:00z,14,3369,152
2024-06-29 05:35:00z,14,4652,109
2024-06-29 05:40:00z,14,5159,79
2024-06-29 05:45:00z,14,5327,85
2024-06-29 05:50:00z,14,6176,180
2024-06-29 05:55:00z,14,5420,200
2024-06-29 06:00:00z,14,4792,210
2024-06-29 06:05:00z,14,2695,104
2024-06-29 06:10:00z,14,3779,290
2024-06-29 06:15:00z,14,6673,1073
2024-06-29 06:20:00z,14,7036,480
2024-06-29 06:25:00z,14,6799,81
2024-06-29 06:30:00z,14,7070,131
2024-06-29 06:35:00z,14,7362,206
2024-06-29 06:40:00z,14,7763,200
2024-06-29 06:45:00z,14,7270,211
2024-06-29 06:50:00z,14,8592,130
2024-06-29 06:55:00z,14,8737,127
2024-06-29 07:00:00z,14,8290,98
2024-06-29 07:05:00z,14,8663,703
2024-06-29 07:10:00z,14,9464,147
2024-06-29 07:15:00z,14,9216,177
2024-06-29 07:20:00z,14,8777,375
2024-06-29 07:25:00z,14,8881,357
2024-06-29 07:30:00z,14,9186,285
2024-06-29 07:35:00z,14,9079,195
2024-06-29 07:40:00z,14,9616,1837
2024-06-29 07:45:00z,14,9580,2138
2024-06-29 07:50:00z,14,10927,2278
2024-06-29 07:55:00z,14,10799,2267
2024-06-29 08:00:00z,3265,10147,2229
2024-06-29 08:05:00z,4964,11487,2256
2024-06-29 08:10:00z,1925,11781,2196
2024-06-29 08:15:00z,3617,11980,711
2024-06-29 08:20:00z,3612,11934,275
2024-06-29 08:25:00z,3637,11542,221
2024-06-29 08:30:00z,3659,9956,756
2024-06-29 08:35:00z,3686,11873,337
2024-06-29 08:40:00z,3648,12286,357
2024-06-29 08:45:00z,3672,12336,241
2024-06-29 08:50:00z,3656,10986,244
2024-06-29 08:55:00z,3617,9594,374
2024-06-29 09:00:00z,800,12423,292
2024-06-29 09:05:00z,30,12075,417
2024-06-29 09:10:00z,12,11365,362
2024-06-29 09:15:00z,12,8941,77
2024-06-29 09:20:00z,12,12878,90
2024-06-29 09:25:00z,12,11190,428
2024-06-29 09:30:00z,12,11413,311
2024-06-29 09:35:00z,12,12243,363
2024-06-29 09:40:00z,12,13052,365
2024-06-29 09:45:00z,12,13165,2557
2024-06-29 09:50:00z,12,9934,1726
2024-06-29 09:55:00z,12,13176,767
2024-06-29 10:00:00z,87,13029,355
2024-06-29 10:05:00z,523,13102,764
2024-06-29 10:10:00z,3622,11275,1403
2024-06-29 10:15:00z,3648,12017,485
2024-06-29 10:20:00z,3642,13203,426
2024-06-29 10:25:00z,3642,13254,408
2024-06-29 10:30:00z,3627,11543,281
2024-06-29 10:35:00z,3612,8657,411
2024-06-29 10:40:00z,3594,4315,414
2024-06-29 10:45:00z,3627,10215,361
2024-06-29 10:50:00z,3620,13646,495
2024-06-29 10:55:00z,3610,13563,373
2024-06-29 11:00:00z,97,13456,412
2024-06-29 11:05:00z,12,13504,351
2024-06-29 11:10:00z,12,9255,314
2024-06-29 11:15:00z,12,13488,282
2024-06-29 11:20:00z,12,13292,249
2024-06-29 11:25:00z,12,12430,284
2024-06-29 11:30:00z,12,13430,339
2024-06-29 11:35:00z,12,13387,350
2024-06-29 11:40:00z,12,13309,362
2024-06-29 11:45:00z,12,13400,347
2024-06-29 11:50:00z,12,13405,309
2024-06-29 11:55:00z,12,13425,274
2024-06-29 12:00:00z,90,13430,350
2024-06-29 12:05:00z,816,13453,614
2024-06-29 12:10:00z,3651,13186,1165
2024-06-29 12:15:00z,3668,13365,952
2024-06-29 12:20:00z,3668,13274,1003
2024-06-29 12:25:00z,3661,13382,404
2024-06-29 12:30:00z,3667,13340,341
2024-06-29 12:35:00z,820,13318,316
2024-06-29 12:40:00z,34,13321,337
2024-06-29 12:45:00z,15,13399,323
2024-06-29 12:50:00z,14,12640,214
2024-06-29 12:55:00z,15,13402,351
2024-06-29 13:00:00z,12,12393,457
2024-06-29 13:05:00z,12,13350,347
2024-06-29 13:10:00z,12,12865,366
2024-06-29 13:15:00z,12,9395,275
2024-06-29 13:20:00z,12,11299,378
2024-06-29 13:25:00z,12,7228,676
2024-06-29 13:30:00z,12,12517,906
2024-06-29 13:35:00z,10,11090,717
2024-06-29 13:40:00z,10,11797,715
2024-06-29 13:45:00z,10,12333,1037
2024-06-29 13:50:00z,10,12665,277
2024-06-29 13:55:00z,10,11701,294
2024-06-29 14:00:00z,10,11095,1266
2024-06-29 14:05:00z,10,10525,360
2024-06-29 14:10:00z,10,11733,350
2024-06-29 14:15:00z,10,10537,439
2024-06-29 14:20:00z,10,11678,427
2024-06-29 14:25:00z,10,10575,430
2024-06-29 14:30:00z,10,5396,516
2024-06-29 14:35:00z,10,6478,433
2024-06-29 14:40:00z,10,8397,416
2024-06-29 14:45:00z,10,9746,1201
2024-06-29 14:50:00z,10,9630,315
2024-06-29 14:55:00z,10,9649,310
2024-06-29 15:00:00z,10,9702,308
2024-06-29 15:05:00z,10,9370,324
2024-06-29 15:10:00z,10,9102,387
2024-06-29 15:15:00z,10,8150,394
2024-06-29 15:20:00z,10,7310,400
2024-06-29 15:25:00z,10,8161,363
2024-06-29 15:30:00z,10,7414,314
2024-06-29 15:35:00z,10,6225,359
2024-06-29 15:40:00z,10,6467,371
2024-06-29 15:45:00z,10,6751,362
2024-06-29 15:50:00z,10,6398,443
2024-06-29 15:55:00z,10,6698,497
2024-06-29 16:00:00z,10,6235,494
2024-06-29 16:05:00z,10,6079,495
2024-06-29 16:10:00z,10,5624,419
2024-06-29 16:15:00z,10,5413,398
2024-06-29 16:20:00z,10,4583,1182
2024-06-29 16:25:00z,10,3614,622
2024-06-29 16:30:00z,10,2961,695
2024-06-29 16:35:00z,10,3824,666
2024-06-29 16:40:00z,10,3483,719
2024-06-29 16:45:00z,10,3665,1798
2024-06-29 16:50:00z,10,3432,452
2024-06-29 16:55:00z,10,2625,547
2024-06-29 17:00:00z,10,2884,696
2024-06-29 17:05:00z,10,1888,662
2024-06-29 17:10:00z,10,2650,664
2024-06-29 17:15:00z,10,1956,480
2024-06-29 17:20:00z,10,1213,437
2024-06-29 17:25:00z,10,1421,443
2024-06-29 17:30:00z,10,2070,454
2024-06-29 17:35:00z,10,2231,495
2024-06-29 17:40:00z,10,2417,495
2024-06-29 17:45:00z,10,2547,484
